OrderId,RestaurantName,RestaurantType,Rating,No.of.Rating,AverageCost,OnlineOrder,TableBooking,CuisinesType,Area,LocalAddress,Delivery time
4454,Ocean,Casual Dining,3.8,213,700,Yes,No,"Mexican, Continental, Italian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,69
4455,Ocean's Delight,Casual Dining,3.4,13,700,No,No,"Seafood, Biryani, South Indian",Kalyan Nagar,Kammanahalli,49
4456,Odia By Nature,Quick Bites,3.7,41,500,No,No,Oriya,Brookefield,Marathahalli,56
4457,Odia Dine,Casual Dining,3.8,47,400,No,No,Oriya,Indiranagar,Old Airport Road,46
4458,Odians,Quick Bites,3.1,44,500,Yes,No,"North Indian, Chinese, Oriya",Marathahalli,Marathahalli,71
4459,Odisha Kitchen,Quick Bites,3.1,95,500,Yes,No,"Oriya, North Indian, Chinese",Brookefield,Marathahalli,54
4460,Odisha Platter,Quick Bites,3.8,294,350,Yes,No,Oriya,Brookefield,Marathahalli,83
4461,Odissi Restaurant,Casual Dining,2.8,62,500,Yes,No,"Oriya, Bengali","Byresandra,Tavarekere,Madiwala",BTM,52
4462,Off D' Hook,Casual Dining,3.7,88,800,No,Yes,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",Marathahalli,Marathahalli,40
4463,Office Lunch Box,Delivery,3.6,113,200,Yes,No,"Andhra, North Indian",Marathahalli,Whitefield,65
4464,Oggarne,"Takeaway, Delivery",3.2,13,300,No,No,"South Indian, North Indian, Chinese",Jayanagar,Wilson Garden,46
4465,Oh My Biryani,"Takeaway, Delivery",3.7,439,550,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",HSR,68
4466,Oh My Chaat,Quick Bites,3.1,18,300,Yes,No,Street Food,Brigade Road,Frazer Town,55
4467,Oh So Stoned!,Food Court,4.1,96,250,No,No,"Beverages, Desserts",Malleshwaram,Malleshwaram,68
4468,Oh! Calcutta,"Casual Dining, Bar",4.4,1105,1200,Yes,Yes,"Bengali, Seafood",Brigade Road,Church Street,47
4469,Oil Pump,Bar,3.7,68,1000,No,No,"Finger Food, Continental",Koramangala 4th Block,Koramangala 6th Block,50
4470,OKI,Casual Dining,4.5,418,1200,Yes,Yes,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",Kalyan Nagar,Kammanahalli,58
4471,OKO - The Lalit Ashok Bangalore,Fine Dining,4,207,2200,No,Yes,"Japanese, Asian",Malleshwaram,Seshadripuram,57
4472,Old Mumbai Ice Cream,Dessert Parlor,3.8,41,150,Yes,No,Ice Cream,Basavanagudi,Basavanagudi,46
4473,Old Stories,Delivery,3.7,29,600,No,No,"Bengali, North Indian, Oriya",Electronic City,Electronic City,36
4474,Oldtown Dilli,Casual Dining,4.1,252,750,Yes,Yes,"Mughlai, North Indian, Turkish, Afghan","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,48
4475,Olive - Era,Casual Dining,3.3,511,550,Yes,No,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",Banashankari,Kumaraswamy Layout,54
4476,Olive Bar And Kitchen,Casual Dining,4.5,2194,1800,No,Yes,"Mediterranean, European, Salad",Brigade Road,Richmond Road,54
4477,Olive Garden,Casual Dining,3.7,214,700,Yes,No,"Arabian, North Indian, Chinese, Beverages",Kalyan Nagar,Kalyan Nagar,36
4478,Olive Tree,Casual Dining,3.8,59,700,No,Yes,"North Indian, South Indian, Chinese",Rajajinagar,Magadi Road,40
4479,Oliver Wraps,"Takeaway, Delivery",3.1,8,300,Yes,No,"Rolls, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,59
4480,Oliver's Pub & Diner,"Pub, Casual Dining",3.9,539,1500,Yes,Yes,"Finger Food, American, Continental, Burger, Pizza",Brookefield,Whitefield,52
4481,Om Made Cafe,Cafe,4,2729,1300,No,No,"Cafe, Continental, European, Juices","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,82
4482,Om Meals & Paratha Junction,Quick Bites,2.8,40,100,Yes,No,North Indian,New BEL Road,New BEL Road,49
4483,Om Nom Thai,Food Truck,3.9,30,400,No,No,"Thai, Momos",HSR,South Bangalore,62
4484,Om Sai Baba Mess,Mess,3.1,11,250,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR,84
4485,Om Sai Dham Bombay Hotel,Quick Bites,3.6,19,200,No,No,North Indian,Marathahalli,Marathahalli,44
4486,Om Sai Punjabi Dhabha,Dhaba,3.4,10,250,Yes,No,North Indian,Whitefield,Whitefield,59
4487,Om Sai Ram Food Junction,Quick Bites,3.7,39,200,No,No,North Indian,New BEL Road,Yeshwantpur,68
4488,Om Sai Skanda Dosa Camp,Quick Bites,3.9,29,150,No,No,South Indian,Indiranagar,Indiranagar,80
4489,Om Shiva Shakthi Chats Centre,Quick Bites,3.9,26,300,No,No,"Street Food, Fast Food",Banashankari,Basavanagudi,77
4490,Om Sri Vinayaka Chats,"Takeaway, Delivery",2.8,40,500,No,No,"Street Food, Fast Food",Banashankari,Banashankari,81
4491,Om Sweets & Fast Food,Quick Bites,3.4,19,200,No,No,"North Indian, Chinese, Mithai",Brookefield,Brookefield,78
4492,Om Sweets & Snacks,Sweet Shop,3.9,34,150,No,No,"Mithai, Oriya, Bengali","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,83
4493,OMG Biriyani,Quick Bites,3.4,16,600,Yes,No,"Biryani, Andhra, Chinese","Byresandra,Tavarekere,Madiwala",BTM,57
4494,Omleterian,Delivery,3.3,4,200,Yes,No,"American, Continental",Brookefield,Whitefield,81
4495,Om's Cafe Prana,Cafe,3.6,16,300,No,No,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,53
4496,OMY Grill,Quick Bites,3.8,34,300,Yes,No,"Biryani, Rolls, Fast Food",HSR,HSR,89
4497,On The Go,Quick Bites,2.8,40,400,No,No,"North Indian, Mughlai, Chinese",Whitefield,Whitefield,91
4498,On the Go Cafeteria,Quick Bites,2.8,40,200,No,No,Fast Food,Sarjapur Road,Bellandur,87
4499,On The Nose,Cafe,2.7,26,600,Yes,No,"Cafe, Italian, Mexican, Chinese",Koramangala 4th Block,Koramangala 5th Block,78
4500,Once In Nature,Quick Bites,3.7,37,300,Yes,No,Healthy Food,Bannerghatta Road,JP Nagar,32
4501,Once Upon A Flame,Casual Dining,4.5,2062,1200,Yes,No,"Steak, Continental, Burger, BBQ","Byresandra,Tavarekere,Madiwala",HSR,84
4502,Once Upon a Rooftop,"Casual Dining, Bar",4.3,1236,1000,No,Yes,"Pizza, Italian, Chinese, Thai",Basavanagudi,Jayanagar,78
4503,One Atria Cafe,Casual Dining,3.7,40,1600,No,Yes,"South Indian, Continental, North Indian",Brigade Road,Race Course Road,72
4504,One Chu Restaurant,Casual Dining,3.9,324,600,Yes,No,"Chinese, Momos",Indiranagar,Old Airport Road,51
4505,One For The Road,Bar,4.1,137,1200,Yes,Yes,"Continental, North Indian, Finger Food",Whitefield,Whitefield,38
4506,ONE IN A MELON,"Beverage Shop, Quick Bites",4.1,413,300,Yes,No,"Juices, Healthy Food",Koramangala 7th Block,Koramangala 7th Block,58
4507,One Night In Bangkok,Casual Dining,2.8,40,1400,No,No,"Asian, Thai",Indiranagar,Indiranagar,65
4508,One Stop MARATHA,Quick Bites,3.1,39,250,No,No,Maharashtrian,Koramangala 4th Block,Koramangala 6th Block,77
4509,Onesta,"Casual Dining, Cafe",4.3,355,600,Yes,Yes,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar,57
4510,Online Cake and Flower.com,Bakery,3.2,6,500,Yes,No,"Bakery, Desserts",Whitefield,Whitefield,57
4511,Only Parathas,Food Court,2.8,29,450,No,No,"North Indian, Street Food, Biryani",Whitefield,Whitefield,56
4512,Only Sharjah,Beverage Shop,2.8,40,200,Yes,No,Beverages,Bannerghatta Road,BTM,77
4513,ONS Food,Quick Bites,2.8,40,150,No,No,"North Indian, Chinese",Indiranagar,Thippasandra,59
4514,Oogway Express,Casual Dining,3.3,10,600,Yes,No,"Chinese, Thai, Momos",Sarjapur Road,Bellandur,49
4515,Ooh La La,Delivery,3.6,15,500,Yes,No,"North Indian, Biryani",Brookefield,Whitefield,56
4516,Oolala,"Takeaway, Delivery",,40,600,No,No,"Bakery, Desserts",Koramangala 6th Block,Koramangala 1st Block,38
4517,Oota Bangalore,Casual Dining,4.6,463,1700,No,No,South Indian,Brookefield,Whitefield,82
4518,Ootada Mane,Casual Dining,2.9,67,600,Yes,No,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur,56
4519,Oottupura,Quick Bites,2.6,166,350,Yes,No,"Kerala, North Indian, Chinese, Rolls, Juices",Malleshwaram,New BEL Road,59
4520,Oottupura Family Restaurant,Quick Bites,3.4,224,400,Yes,No,"Kerala, South Indian, Biryani",Bannerghatta Road,Bannerghatta Road,47
4521,Ooty Chocolates,Dessert Parlor,3.3,9,300,Yes,No,Desserts,Bellandur,Sarjapur Road,72
4522,Opel Lounge,Bar,3.2,7,700,No,No,"Finger Food, Chinese, North Indian",Malleshwaram,Yeshwantpur,65
4523,Opt For Fitness,Delivery,3.4,7,400,No,No,"Continental, Healthy Food",Kalyan Nagar,Kammanahalli,78
4524,OPUS Club,Pub,4.4,1496,1900,No,Yes,"Continental, Italian, North Indian, Mexican",Bellandur,Sarjapur Road,77
4525,Opus Food Stories,"Bar, Casual Dining",4.5,200,1800,No,Yes,"Goan, Asian, North Indian, European, Continental",Sarjapur Road,Sarjapur Road,55
4526,Orbis Restaurant,Casual Dining,3.9,1117,750,Yes,Yes,"Arabian, North Indian, Chinese, Salad, Beverages",Brookefield,Whitefield,54
4527,Orchard Fresh,Dessert Parlor,3.3,21,400,No,No,"Ice Cream, Desserts",Brookefield,Brookefield,61
4528,Orchid Wine And Dine,Casual Dining,2.9,10,700,No,No,"North Indian, Chinese, Mughlai",Kammanahalli,Banaswadi,49
4529,Oregano Pizzeria,Cafe,3.7,52,450,Yes,No,"Cafe, Italian, Pizza",Koramangala 4th Block,Koramangala 4th Block,57
4530,Oregano Soul Food,Cafe,4,158,700,Yes,No,Cafe,Whitefield,Whitefield,71
4531,OrganicFeast,Quick Bites,2.9,45,400,Yes,No,"North Indian, Chinese, Healthy Food",Electronic City,Electronic City,49
4532,Origami,Casual Dining,3.4,11,700,No,No,Japanese,Indiranagar,Indiranagar,38
4533,Orzuv,"Casual Dining, Cafe",3.7,837,1100,Yes,Yes,"Kashmiri, Cafe",Whitefield,Whitefield,70
4534,Ottetumba Veg & Non Veg Restaurant,Casual Dining,3.3,5,550,No,No,"North Indian, Chinese, Biryani",Malleshwaram,Rajajinagar,58
4535,Ottimo - ITC Gardenia,Fine Dining,4.3,164,3000,No,Yes,"Italian, Salad",Brigade Road,Richmond Road,63
4536,Output Bengaluru,"Pub, Casual Dining",4.5,900,1000,No,Yes,"North Indian, Continental",Marathahalli,Marathahalli,67
4537,Oveanly,Bakery,,40,200,No,No,Bakery,Koramangala 6th Block,BTM,93
4538,Oven Fresh,Bakery,,40,600,No,No,"Bakery, Fast Food",Indiranagar,Domlur,63
4539,Ovenstory Pizza,Delivery,3.8,97,750,Yes,No,Pizza,Brigade Road,Vasanth Nagar,33
4540,OvenTreats - Patisserie.Bistro,Casual Dining,4,81,1000,No,No,American,Kalyan Nagar,Kalyan Nagar,53
4541,Over The Top Terrace Lounge,Lounge,3.9,1388,1400,No,Yes,"Continental, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,58
4542,Owl's Kitchen,Delivery,3.1,44,500,No,No,"North Indian, Chinese",Bannerghatta Road,BTM,65
4543,Owly,Delivery,3.7,27,350,No,No,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala,46
4544,Oyalo,Quick Bites,3,16,300,Yes,No,Pizza,Rajajinagar,Magadi Road,38
4545,Oye Amritsar,Casual Dining,3.8,756,1000,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar,36
4546,Oye Hoye,Quick Bites,3.8,69,300,Yes,No,North Indian,Kalyan Nagar,Kalyan Nagar,34
4547,Oyster Bay,Casual Dining,3.2,5,550,No,No,North Indian,Indiranagar,Old Airport Road,40
4548,Oz Pies,Delivery,3.8,37,400,Yes,No,"Australian, Continental",Bellandur,Bellandur,44
4549,Ozaa,Casual Dining,3.6,31,1700,No,No,"Mediterranean, American, Asian",Brigade Road,Lavelle Road,51
4550,Paakam,Quick Bites,3.7,64,150,No,No,South Indian,Marathahalli,Marathahalli,72
4551,Paani Kum Chai,Beverage Shop,4,23,200,Yes,No,"Beverages, Fast Food",Bannerghatta Road,JP Nagar,35
4552,Paanwadi,Dessert Parlor,3.3,6,100,No,No,"Desserts, Paan",HSR,HSR,36
4553,Paaramparya Restaurant,Casual Dining,3.6,20,600,Yes,No,"Chettinad, Mangalorean, South Indian, North Indian",Frazer Town,Kammanahalli,65
4554,Paavani Agencies,Dessert Parlor,2.8,40,100,No,No,Ice Cream,Marathahalli,Marathahalli,50
4555,Pablo's Gastrobar,Bar,4,1075,1450,No,No,"Finger Food, American, Asian, Italian",Brookefield,Whitefield,42
4556,Pabrai's Fresh & Naturelle Icecreams,Dessert Parlor,3.9,128,200,Yes,No,"Ice Cream, Desserts",Jayanagar,Koramangala 5th Block,83
4557,Pabrai's Fresh and Naturelle Icecreams,Dessert Parlor,3.7,118,,No,No,"Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala",BTM,53
4558,Padosi Apke Apne,Quick Bites,2.8,40,300,No,No,"South Indian, Chinese, North Indian",Bannerghatta Road,JP Nagar,51
4559,PagalKhana,Casual Dining,3.8,146,1000,Yes,Yes,"Continental, Chinese, Fast Food, Beverages",Koramangala 6th Block,Koramangala 4th Block,41
4560,Page 3 Multicuisine Restaurant & Bar,Bar,3.5,14,800,No,No,"North Indian, Chinese, Finger Food",Brigade Road,Residency Road,50
4561,Pai Vihar,Quick Bites,2.8,54,400,Yes,No,"South Indian, Street Food, Chinese, Fast Food",Brigade Road,Vasanth Nagar,49
4562,Pailwan House,Quick Bites,,40,350,No,No,"Fast Food, Biryani",Basavanagudi,Basavanagudi,82
4563,Painted Platters,Bakery,3.9,38,300,No,No,"Bakery, Desserts",Church Street,Ulsoor,46
4564,Pai's Kitchen,Quick Bites,3.4,13,200,Yes,No,South Indian,Koramangala 6th Block,Koramangala 2nd Block,71
4565,Paisa Vasool,Quick Bites,3.3,8,400,Yes,No,North Indian,Indiranagar,Domlur,45
4566,Pait Full,Casual Dining,3.8,70,750,Yes,No,"North Indian, Chinese, Biryani",Marathahalli,Kaggadasapura,67
4567,Pakiza Dilli Darbar Restaurant,Quick Bites,3.2,13,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM,52
4568,Pakwan,Casual Dining,4.1,289,800,Yes,Yes,"North Indian, Chinese, Italian",Malleshwaram,Sadashiv Nagar,65
4569,Pakwan Family Restaurant,Quick Bites,3.4,5,400,No,No,"North Indian, Chinese",Marathahalli,Marathahalli,68
4570,Palak Ande Ka Funda,Quick Bites,3.2,91,300,Yes,No,North Indian,Marathahalli,Brookefield,58
4571,Palar Restaurant,Casual Dining,3.6,19,700,No,No,"Andhra, North Indian",Brookefield,Marathahalli,56
4572,Palki Grand,Casual Dining,2.9,16,500,No,No,"North Indian, Chinese, Biryani, Mangalorean",Bellandur,Bellandur,49
4573,Palki Restaurant,Casual Dining,2.8,93,500,No,No,"North Indian, Chinese, Biryani, Mangalorean",Indiranagar,Old Airport Road,74
4574,Palki's,Casual Dining,3,155,800,No,No,"North Indian, Biryani",Bellandur,Bellandur,58
4575,Pallavas Veg Cuisine,Casual Dining,3.6,46,600,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,67
4576,Pallavi Bar & Restaurant,"Casual Dining, Bar",2.8,40,550,No,No,"North Indian, South Indian, Chinese",Banashankari,Mysore Road,46
4577,Pallavi North Indian Veg Restaurant,Casual Dining,3.7,243,450,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road,JP Nagar,29
4578,Pallavi Restaurant,Casual Dining,3.8,490,500,Yes,Yes,"Biryani, Chinese, Andhra",Electronic City,Electronic City,38
4579,Palmgrove,Casual Dining,4,224,700,No,No,"North Indian, South Indian, Chinese, Juices",Brigade Road,Residency Road,43
4580,Palos,Quick Bites,3.3,44,300,Yes,No,"Chinese, North Indian",Brookefield,Marathahalli,32
4581,Pan Asian,Quick Bites,2.8,40,500,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",BTM,62
4582,Panchami,Quick Bites,3,15,300,No,No,"North Indian, Chinese",Banashankari,Banashankari,37
4583,Panchami Garden,Quick Bites,3.3,4,300,No,No,"South Indian, North Indian, Chinese",New BEL Road,New BEL Road,51
4584,Panchamukhi Sagar,Quick Bites,3.2,4,300,No,No,"North Indian, South Indian, Chinese",Kalyan Nagar,Banaswadi,44
4585,Panchamuki Fastfood,Quick Bites,3.5,12,300,No,No,"South Indian, Beverages",HSR,HSR,47
4586,Panchavati Gaurav Thali,Casual Dining,4,929,800,Yes,Yes,"Rajasthani, Gujarati",Brigade Road,Brigade Road,60
4587,Pancuzzi,Cafe,4.2,169,600,Yes,No,"Cafe, Beverages, Desserts",Bannerghatta Road,JP Nagar,72
4588,Panda Boy,Casual Dining,3.9,115,550,Yes,No,Chinese,Kalyan Nagar,Kammanahalli,47
4589,Panda Foods,Quick Bites,3.4,13,300,Yes,No,"North Indian, Juices",Indiranagar,Marathahalli,76
4590,Pandit Ji Sweets & Namkeen,Sweet Shop,3.6,13,300,Yes,No,"Mithai, Street Food",Electronic City,Electronic City,65
4591,Pani Kum Chai,Quick Bites,3.9,67,200,Yes,No,Fast Food,Basavanagudi,Jayanagar,46
4592,Pani Puri,Quick Bites,3.1,8,100,No,No,Street Food,Brookefield,Marathahalli,79
4593,Panjabi Dhaba,Quick Bites,3.2,21,300,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,38
4594,Pan's Aroma,Quick Bites,2.9,244,400,Yes,No,"Bengali, Biryani, North Indian, Chinese, Fast Food",Electronic City,Electronic City,48
4595,Panther Cafe,Beverage Shop,3.5,8,200,Yes,No,Beverages,Bannerghatta Road,BTM,48
4596,Papacream,Dessert Parlor,3.7,17,350,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,JP Nagar,49
4597,Papanna's Biriyani,Quick Bites,3.7,39,350,No,No,"South Indian, Biryani",Kalyan Nagar,Banaswadi,53
4598,Paper Cup Cafe,Quick Bites,3.5,11,400,No,No,"Tea, Coffee, Fast Food",Kalyan Nagar,Kalyan Nagar,83
4599,Pappu Chaiwalla,Quick Bites,3.1,89,300,Yes,No,"North Indian, Momos, Rolls, Fast Food",Koramangala 5th Block,BTM,44
4600,Pappu Da Dhaba,Quick Bites,3,57,400,Yes,No,"North Indian, Fast Food, Beverages, Momos",Bannerghatta Road,Jayanagar,60
4601,Paprica,"Casual Dining, Bar",2.6,118,1200,No,No,"North Indian, Chinese",Marathahalli,Marathahalli,45
4602,Paradise,Casual Dining,3.9,1644,800,Yes,Yes,"Biryani, North Indian, Kebab",Brookefield,Whitefield,52
4603,Paradise Food Court,Quick Bites,,40,400,No,No,"North Indian, Chinese",Koramangala 6th Block,BTM,67
4604,Paradise Premium,Casual Dining,3.1,119,700,Yes,No,"Biryani, Andhra, Hyderabadi, North Indian",Banashankari,Banashankari,70
4605,Paradox Rest-O-Cafe,Casual Dining,3.7,124,600,Yes,No,"Continental, Steak",Kalyan Nagar,Kalyan Nagar,51
4606,Parama Ruchi,Quick Bites,3.5,11,300,No,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Banashankari,45
4607,Parampara - The Veg Kitchen,Quick Bites,3.7,255,350,Yes,No,"North Indian, Chinese, Street Food",Electronic City,Electronic City,71
4608,Parantha Singh,Quick Bites,3.6,33,300,No,No,North Indian,Kammanahalli,Kalyan Nagar,54
4609,Paranthas and Dosas,Quick Bites,3.7,300,400,No,No,"North Indian, South Indian",Kalyan Nagar,Kalyan Nagar,38
4610,Parasme,"Quick Bites, Dessert Parlor",3.6,42,400,Yes,No,"Continental, Italian, Chinese, North Indian, Momos",Brookefield,Marathahalli,42
4611,Paratha Club,Quick Bites,3.6,16,200,No,No,North Indian,New BEL Road,New BEL Road,54
4612,Paratha Corner,Quick Bites,3.2,23,150,Yes,No,North Indian,Indiranagar,CV Raman Nagar,55
4613,Paratha Darbar,Quick Bites,3.5,13,400,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,58
4614,Paratha Engineer,Quick Bites,2.8,40,200,No,No,"North Indian, Chinese",Marathahalli,Marathahalli,34
4615,Paratha House,Quick Bites,3.6,33,350,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,45
4616,Paratha Junction,Quick Bites,2.4,158,300,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,61
4617,Paratha King,Quick Bites,3.1,19,300,Yes,No,North Indian,Bellandur,Bellandur,47
4618,Paratha Mania,"Takeaway, Delivery",2.8,40,200,Yes,No,"North Indian, Chinese",Brookefield,"ITPL Main Road, Whitefield",80
4619,Paratha Merchant,Quick Bites,3.1,39,300,Yes,No,North Indian,Banashankari,Kumaraswamy Layout,39
4620,Paratha Plaza,Quick Bites,3,96,300,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,44
4621,Paratha Point,Quick Bites,2.8,40,250,Yes,No,"North Indian, Chinese",Brookefield,"ITPL Main Road, Whitefield",83
4622,Paratha Singh,Quick Bites,4,297,350,Yes,No,North Indian,Kalyan Nagar,Kalyan Nagar,52
4623,Paratha Singh Pakora King,Quick Bites,3.7,36,300,Yes,No,"Rajasthani, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,40
4624,Paratha Treat,Quick Bites,3.5,53,200,Yes,No,North Indian,Sarjapur Road,Bellandur,34
4625,Paratha Xpress,Quick Bites,3.5,7,200,Yes,No,"North Indian, Chinese",Brigade Road,Ulsoor,40
4626,Parathabox,Delivery,3.8,63,150,No,No,"Fast Food, North Indian",Bellandur,Bellandur,38
4627,Parathe Ghar Ke,Quick Bites,3.2,4,300,Yes,No,North Indian,Bellandur,Bellandur,45
4628,Parathe Wali Gali,Quick Bites,3.6,332,250,Yes,No,"North Indian, Chinese",Electronic City,Electronic City,55
4629,Parijatha Fish Land,Casual Dining,3.5,8,400,Yes,No,Seafood,New BEL Road,Jalahalli,44
4630,Parijatha Paradise,Casual Dining,2.8,40,500,Yes,No,"South Indian, North Indian, Fast Food, Chinese, Street Food",Banashankari,Banashankari,40
4631,Parika Multicuisine & Coastal Fine Dine,Casual Dining,3.9,601,1000,Yes,Yes,"Mangalorean, Seafood, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,69
4632,Parika Multicuisine Restaurant,Casual Dining,3.8,203,1200,Yes,Yes,"North Indian, Chinese, Mughlai",Basavanagudi,Richmond Road,50
4633,Parimala Sweets,Sweet Shop,3.5,14,200,No,No,"Mithai, Street Food",Banashankari,Banashankari,56
4634,Parinitha Biryani Corner,Quick Bites,3.3,5,300,Yes,No,"Biryani, Kebab",Rajajinagar,Magadi Road,34
4635,Paris Restaurant,Casual Dining,3.7,39,550,Yes,No,"North Indian, Chinese, Biryani",Malleshwaram,Yeshwantpur,53
4636,Parisar Veg Restaurant,Casual Dining,3.6,64,400,Yes,No,"Chinese, North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Bommanahalli,34
4637,Parivaar,Delivery,2.9,20,600,Yes,No,"Biryani, North Indian, Chinese",Jayanagar,Koramangala 7th Block,71
4638,Parivar,Casual Dining,3.8,109,500,Yes,No,"North Indian, Chinese",Basavanagudi,Jayanagar,55
4639,Parjanya Chat Zone,Quick Bites,3.3,17,200,No,No,"Street Food, Fast Food",Banashankari,Banashankari,57
4640,Park N Eat,Quick Bites,3.7,16,300,Yes,No,"Chinese, North Indian",Bellandur,Marathahalli,52
4641,Park View Restaurant,Casual Dining,3.8,128,600,No,No,"North Indian, Chinese, Continental",Rajajinagar,Vijay Nagar,57
4642,Parkview,Quick Bites,4,129,300,No,No,"South Indian, North Indian, Chinese",Bannerghatta Road,JP Nagar,63
4643,Parrattha Ssinghh,Quick Bites,2.8,40,250,Yes,No,North Indian,Bellandur,Bellandur,37
4644,Parvas Biriyani Park,Quick Bites,2.8,40,400,No,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield,64
4645,Pashto,Casual Dining,4.1,765,800,No,No,"North Indian, Mughlai, Afghan",Brigade Road,Residency Road,68
4646,Pasta Factory,Casual Dining,4,177,600,Yes,No,"Continental, Italian, Burger, American",Kalyan Nagar,Nagawara,35
4647,Pasta Street,Casual Dining,4.5,245,1300,Yes,Yes,"Italian, Pizza, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,38
4648,Pasta Twist Plus,Casual Dining,2.6,20,400,Yes,No,"Fast Food, Continental",Bellandur,Bellandur,57
4649,Patels Inn,Casual Dining,3.8,48,750,Yes,No,"North Indian, Chinese",Frazer Town,RT Nagar,40
4650,Pathaan Sir,Quick Bites,3.2,33,250,Yes,No,"Fast Food, Rolls, Momos",Bannerghatta Road,Bannerghatta Road,80
4651,Pathankot Punjabi Restaurant,Food Court,3.2,5,350,No,No,North Indian,Bellandur,Bellandur,65
4652,Pathumma`s Kitchen,Quick Bites,3.2,7,200,No,No,North Indian,Electronic City,Electronic City,55
4653,Pathy's Kitchen,Quick Bites,3.5,21,500,Yes,No,Andhra,Brigade Road,Indiranagar,38
4654,Patiala Highway,Casual Dining,3.7,31,500,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,66
4655,Patiala Lassi,Beverage Shop,3.4,7,150,Yes,No,Beverages,Lavelle Road,Seshadripuram,52
4656,Patiala Zone,Quick Bites,3.1,20,400,No,No,"North Indian, Mughlai",Marathahalli,Marathahalli,39
4657,Patio - The Resto Cafe,"Cafe, Quick Bites",3.7,73,500,Yes,No,"Cafe, Continental, Chinese, Momos",Kalyan Nagar,Banaswadi,39
4658,Patio 805,Casual Dining,4,370,1200,Yes,Yes,"Thai, Vietnamese, Asian, Chinese",Jayanagar,Jayanagar,49
4659,Patisserie Nitash,Bakery,4.2,142,500,No,No,Bakery,Frazer Town,Frazer Town,55
4660,Patra Snacks & Sweets,Sweet Shop,2.8,40,200,Yes,No,"Mithai, Street Food",Marathahalli,Marathahalli,52
4661,Pattikattan Biriyani,Quick Bites,2.8,40,300,Yes,No,"Biryani, North Indian",Electronic City,Electronic City,45
4662,Patville,Dessert Parlor,3.1,9,300,No,No,Desserts,New BEL Road,New BEL Road,75
4663,Paul's Dum Biryani,Delivery,4,148,400,Yes,No,"Biryani, Hyderabadi",Kalyan Nagar,HBR Layout,37
4664,Pavan Tiffin Center,Quick Bites,3.3,8,300,Yes,No,South Indian,HSR,HSR,65
4665,Pavana Veg Restaurant,Quick Bites,3.1,12,300,No,No,"North Indian, South Indian, Chinese, Street Food",Rajajinagar,Majestic,63
4666,Pavilion,Casual Dining,3.7,34,700,Yes,No,"North Indian, Chinese",Malleshwaram,Yeshwantpur,53
4667,Pavilion Restaurant,Casual Dining,4.2,40,1000,Yes,No,"North Indian, Chinese, Continental",Malleshwaram,Yeshwantpur,72
4668,Pavithra Restaurant,Quick Bites,3.2,135,300,No,No,"South Indian, North Indian, Chinese",Jayanagar,Jayanagar,46
4669,Pavitra Paradise,"Bakery, Dessert Parlor",3.8,46,200,No,No,"Bakery, Desserts",Rajajinagar,Basaveshwara Nagar,45
4670,Payohima Ice Creams,Dessert Parlor,3.9,20,300,Yes,No,Desserts,Bellandur,Sarjapur Road,55
